Month,Profit,Sales,Discount,Shipping Cost,Quantity,Order Priority,Ship Mode,Customer Satisfaction,Market Campaign,Sales Mode,Region
Feb,1345.2,5612.74,0.03,13.4,38,Low,First Class,1.4,poor,online,West
Feb,-232.39,782.46,0.06,39.42,46,High,Standard Class,4.8,aggressive,in_store,South
Feb,-8.98,1736.04,0,18.31,31,High,Standard Class,1.6,aggressive,in_store,South
Feb,1653.31,7329.2,0.19,13.75,45,Medium,First Class,2.2,aggressive,online,West
Feb,781.08,3114.04,0.07,40.4,41,Low,First Class,1.7,poor,online,North
Feb,-52.37,1907.89,0.26,47.51,32,Medium,Standard Class,2.9,moderate,in_store,South
Feb,-183.47,580.8,0.28,21.47,33,High,First Class,2.2,moderate,online,East
Feb,112.46,793.82,0.05,22.24,14,High,Standard Class,5,aggressive,combined,West
Feb,-185.59,3586.12,0.11,35.54,12,Medium,Standard Class,1.1,poor,in_store,East
Feb,-181.85,228.53,0.26,18.06,45,Medium,Standard Class,2.3,poor,online,West
Feb,935.65,6969.08,0.23,32.28,18,Medium,First Class,3.4,poor,in_store,North
Feb,1820.17,9886.72,0.08,29.07,35,Low,First Class,2.4,moderate,in_store,East
Feb,431.77,958.73,0.01,27.68,9,High,First Class,2.8,moderate,online,North
Feb,514.6,6805.16,0.22,40.07,26,Medium,First Class,2.7,poor,in_store,East
Feb,593.89,3126.78,0.13,29.42,12,Low,Standard Class,1.3,poor,online,West
Feb,1000.16,5060.07,0.27,20.3,11,High,First Class,3.6,poor,combined,South
Feb,474.01,4649.61,0.17,29.28,5,Medium,Standard Class,4.3,moderate,in_store,South
Feb,1073.11,9111.59,0.17,43.82,8,Medium,Standard Class,3.1,moderate,online,West
Feb,120.51,5410.46,0.29,39.78,33,High,First Class,1.6,poor,in_store,West
Feb,-127.91,669.37,0.09,44.26,41,High,Standard Class,2.9,moderate,combined,North
Feb,160.26,1422.45,0.13,14.02,13,Medium,Standard Class,1.1,poor,in_store,West
Feb,-203.55,2504.27,0.29,48.01,9,High,First Class,4.6,moderate,in_store,South
Feb,636.13,2601.18,0.07,8.98,42,Low,Standard Class,2,poor,online,West
Feb,-139.63,2002.61,0.27,19.1,36,Medium,First Class,4.6,moderate,combined,North
Feb,1369.75,7111.73,0.06,41.81,9,High,First Class,3.3,moderate,combined,West
Feb,979.44,6727.85,0.14,31.03,46,Medium,Standard Class,4.9,aggressive,in_store,West
Feb,1305.24,6169.87,0.23,33.44,26,Low,First Class,4.4,poor,online,East
Feb,465.87,4873.99,0.13,46.54,48,Medium,Standard Class,1,poor,online,West
Feb,167.75,2601.56,0.13,20.02,43,Low,Standard Class,1.1,aggressive,in_store,North
Feb,471.04,2024.94,0.23,31.31,20,Low,First Class,4,moderate,online,North
Feb,1003.71,4479.4,0.17,20.58,28,Low,First Class,3.1,aggressive,in_store,North
Feb,1502.61,9782.41,0.12,45.6,24,Low,First Class,4,aggressive,combined,West
Feb,1796.63,8728.87,0.18,23.67,1,Low,First Class,3.4,poor,in_store,South
Feb,475.4,6312.14,0.25,27.62,25,Medium,First Class,1.9,aggressive,in_store,West
Feb,903.1,6999.73,0.1,44.33,46,Medium,Standard Class,4.1,moderate,online,South
Feb,-494.97,1389.96,0.06,40.44,11,High,Standard Class,1.1,poor,in_store,West
Feb,1767.6,9729.87,0.29,6.18,5,Low,First Class,4.2,aggressive,combined,North
Feb,-31.1,1223.38,0.2,8.49,14,High,Standard Class,3.7,moderate,online,East
Feb,448.97,1681.95,0.06,9.36,18,Low,Standard Class,3.7,aggressive,combined,South
Feb,293.49,2169.33,0.11,31.03,21,Low,Standard Class,1.2,moderate,combined,East
Feb,1485.87,8601.05,0.03,18.38,37,High,First Class,1.8,aggressive,combined,North
Feb,588.16,2460.26,0.13,10.24,48,Medium,Standard Class,3,poor,online,South
Feb,1870.27,9280.14,0.01,31.66,46,High,First Class,2.8,poor,combined,South
Feb,1230.34,8470.11,0.3,20.57,49,High,First Class,1.1,moderate,combined,North
Feb,1082.32,7209.32,0.3,40.2,5,Low,First Class,2.3,poor,in_store,East
Feb,983.6,7803.45,0.16,36.25,14,Medium,Standard Class,4.9,moderate,in_store,West
Feb,501.5,5054.04,0.04,30.78,35,Medium,First Class,2.2,aggressive,in_store,South
Feb,342.93,1541.13,0.08,29.15,9,Low,Standard Class,3.5,poor,online,East
Feb,269.91,5256.51,0.19,31.02,11,High,Standard Class,3.7,moderate,in_store,East
Feb,1333.44,7317.31,0.2,9.95,4,High,First Class,3.5,poor,online,West
Feb,-162.81,1461.82,0.05,19.83,8,High,Standard Class,2.2,aggressive,combined,South
Feb,1569.09,7973.07,0.16,6.91,37,High,First Class,3.3,moderate,online,West
Feb,308.85,937.92,0.2,11.34,28,Medium,First Class,3.8,poor,online,West
Feb,1897.09,9884.78,0.04,10.48,14,Medium,Standard Class,2.5,aggressive,in_store,West
Feb,734.84,6524.89,0.12,22.58,45,Medium,Standard Class,2.1,poor,in_store,South
Feb,788.11,8816.32,0.21,32.22,2,Medium,Standard Class,2.1,aggressive,combined,South
Feb,675.46,2933.7,0.14,11.03,29,Medium,Standard Class,4.7,poor,combined,North
Feb,631.3,4690.83,0.03,41.24,20,Medium,Standard Class,3.6,poor,in_store,East
Feb,80.4,4380.34,0.26,44.61,38,High,Standard Class,4,moderate,online,East
Feb,286.7,2898.49,0.03,46.61,45,Low,First Class,3.3,aggressive,online,East
Feb,297.07,4616.7,0.21,25.76,6,High,Standard Class,3.5,moderate,online,West
Feb,738.92,7625.93,0.05,44.49,12,High,Standard Class,2.1,poor,in_store,East
Feb,680.76,5018.69,0.16,45.74,47,Medium,Standard Class,4.6,aggressive,online,East
Feb,1982.08,8840.39,0.12,24.34,16,Medium,First Class,3,poor,online,North
Feb,-162.81,3402.56,0.25,49.59,46,Low,Standard Class,4.2,moderate,in_store,South
Feb,1792.91,8632.52,0.04,8.27,2,Medium,First Class,3.1,aggressive,in_store,West
Feb,470.89,5260.19,0.22,14.58,40,High,Standard Class,1.5,moderate,combined,North
Feb,1781.56,8525.01,0.08,30.02,5,Low,First Class,1.4,poor,combined,North
Feb,523.67,2647.29,0.07,5.26,47,Medium,First Class,2.9,moderate,in_store,North
Feb,637.51,4745.92,0.22,20.07,20,Medium,Standard Class,2.7,poor,combined,West
Feb,425.98,4028.9,0.13,34.08,12,Low,First Class,4.7,aggressive,in_store,North
Feb,758.31,7096.99,0.3,48.91,48,High,First Class,1.5,aggressive,in_store,West
Feb,833.57,6506.96,0.25,42.51,16,Medium,Standard Class,3.7,aggressive,online,West
Feb,261.53,3289.25,0.14,46.54,30,Low,Standard Class,4.7,moderate,combined,East
Feb,607.64,3369.63,0.08,6.69,20,High,First Class,2.6,moderate,online,North
Feb,1353.02,7670.42,0.14,8.21,21,Medium,Standard Class,4.5,moderate,combined,East
Feb,1415.49,7715.76,0.01,41.13,6,High,First Class,1.6,aggressive,online,East
Feb,1367.39,9220.14,0.24,30.66,9,Low,Standard Class,1.4,poor,combined,North
Feb,116.82,3434.85,0.01,23.03,3,High,Standard Class,1.9,aggressive,in_store,South
Feb,217.8,4413.41,0.03,33.81,20,High,First Class,3.1,poor,in_store,South
Feb,262.1,1465.69,0.12,12.31,48,Low,First Class,3.6,moderate,in_store,North
Mar,263.69,534.47,0.21,10.34,49,Low,Standard Class,3.4,poor,online,West
Mar,1310.67,8641.16,0.23,36.37,16,Low,First Class,3.8,aggressive,online,East
Mar,1135.82,4831.11,0.01,6.12,42,High,First Class,1.4,poor,combined,West
Mar,329.28,3027.78,0.12,25.36,26,High,Standard Class,2.2,moderate,combined,West
Mar,257.76,376.41,0.06,34.8,33,Medium,First Class,4.9,moderate,online,North
Mar,976.44,6266.75,0.08,26.71,38,High,Standard Class,4.5,aggressive,combined,East
Mar,876.87,3054.39,0.12,8.1,24,Low,First Class,4.8,moderate,online,North
Mar,1085.1,6546.64,0.02,39.53,3,Low,First Class,2.4,poor,in_store,North
Mar,560.41,1208.5,0.18,26.42,24,Low,First Class,3.5,poor,in_store,East
Mar,1457.08,5227.95,0.06,18.17,30,Medium,First Class,4.5,aggressive,combined,North
Mar,113.84,1456.03,0.03,12.65,8,Medium,Standard Class,1.5,poor,combined,South
Mar,633.88,6575.89,0.13,32.65,18,Medium,Standard Class,1.2,poor,in_store,West
Mar,1032.44,7390,0.1,46.59,5,Low,First Class,3.4,poor,online,West
Mar,1200.25,8033.27,0.29,16.9,47,High,First Class,3.2,aggressive,combined,North
Mar,841.2,7953.4,0.24,44.36,10,Low,Standard Class,4,aggressive,in_store,East
Mar,1097.91,8790.74,0.08,34.86,6,High,First Class,1.7,moderate,in_store,South
Mar,1706.71,8631.13,0.18,5.82,48,Medium,First Class,4.2,moderate,combined,East
Mar,645.53,8120.36,0.16,43.23,9,Medium,Standard Class,4.3,aggressive,online,North
Mar,557.38,2569.81,0.06,22.82,6,Low,First Class,1.8,moderate,combined,North
Mar,611.05,8767.9,0.23,43.02,30,High,Standard Class,2.5,poor,online,West
Mar,597.33,4908.89,0.21,13.95,45,High,First Class,2.6,moderate,online,South
Mar,-183.87,1438.62,0.04,28.34,36,High,Standard Class,1.7,aggressive,online,West
Mar,897.55,8115.49,0.22,14.23,15,High,Standard Class,2.2,poor,in_store,West
Mar,883.41,8123.94,0.19,27.02,10,Low,Standard Class,1.7,poor,combined,North
Mar,590.97,4439.76,0,46.49,17,High,First Class,4.1,aggressive,in_store,West
Mar,1478.54,7164.43,0.02,27.75,45,Medium,First Class,2.9,aggressive,in_store,South
Mar,-179.21,1168.35,0.16,49.68,7,High,First Class,3.9,aggressive,in_store,South
Mar,159.49,1303.84,0.03,17.19,20,High,First Class,4.4,moderate,combined,North
Mar,250.02,4043.31,0.18,32.14,21,High,First Class,4.6,aggressive,in_store,North
Mar,87.45,2443.28,0.05,48.51,9,Medium,First Class,1.1,aggressive,online,North
Mar,1566.25,8665.08,0.21,38.96,10,Low,First Class,3.2,moderate,online,West
Mar,1110.02,8659.17,0.11,36.14,3,Medium,Standard Class,4.8,moderate,online,South
Mar,148.15,1485.45,0.22,38.43,28,Low,First Class,4.4,aggressive,in_store,West
Mar,893.28,3178.65,0.06,19.87,45,Medium,Standard Class,4.5,poor,combined,West
Mar,916.88,4560.62,0.2,18.08,10,Low,First Class,2.5,aggressive,in_store,West
Mar,495.97,1320.72,0.29,11.51,36,High,First Class,3.8,moderate,online,East
Mar,118.08,1282.24,0.15,32.15,7,High,First Class,2.9,poor,in_store,North
Mar,169.03,4799.2,0.08,46.51,28,Low,Standard Class,3.4,aggressive,in_store,North
Mar,691.58,6110.54,0.09,39.42,38,Medium,First Class,3.8,aggressive,combined,West
Mar,-67.13,1769.36,0.06,49.37,5,Medium,First Class,3.5,aggressive,in_store,East
Mar,-157.33,1618.63,0.17,49.63,39,Medium,First Class,3.8,moderate,combined,East
Mar,1655.03,7026.63,0.15,24.53,21,High,First Class,3.3,poor,online,West
Mar,1738.45,9174.77,0.16,28.26,47,Medium,First Class,2.8,aggressive,online,East
Mar,79.8,112.35,0.21,42.08,5,Medium,First Class,2.2,moderate,combined,North
Mar,1111.29,7674.84,0.01,39.45,38,Medium,Standard Class,3.6,aggressive,combined,North
Mar,-457.14,208.88,0.04,39.87,43,Medium,Standard Class,2.5,poor,combined,East
Mar,1617.92,9415.3,0.06,30.09,34,High,First Class,4.2,moderate,in_store,North
Mar,1169.54,3538.08,0,31.41,19,Low,First Class,3.9,moderate,online,North
Mar,1180.64,7717.68,0.06,42.95,44,Medium,Standard Class,2.4,moderate,combined,East
Mar,341.22,5273.24,0.25,47.46,27,Low,Standard Class,3.1,moderate,online,South
Mar,727.22,3746.27,0.19,39.98,29,Medium,First Class,1.9,aggressive,combined,North
Mar,719.23,3925.96,0.05,39.72,26,High,Standard Class,4.7,moderate,online,North
Mar,1680.36,6886.46,0.01,12.13,34,Low,First Class,2.2,poor,in_store,West
Mar,996.98,8841.42,0.07,43.51,26,Medium,Standard Class,4.7,moderate,in_store,South
Mar,718.59,8101.3,0.21,47.53,5,Medium,Standard Class,1.2,moderate,combined,East
Mar,451.56,3511.96,0.13,17.26,28,Medium,Standard Class,1.7,moderate,combined,South
Mar,1265.09,7647.39,0.16,13.62,6,Low,Standard Class,3.5,moderate,in_store,South
Mar,266.48,1777.23,0.16,12.42,39,Medium,Standard Class,3.2,poor,in_store,East
Mar,-557.38,109.05,0.07,6.01,16,Medium,Standard Class,4.4,moderate,in_store,West
Mar,1012.26,6922.51,0.05,23.29,10,Low,Standard Class,4.2,moderate,online,East
Mar,150.39,933.27,0.05,13.06,11,Low,Standard Class,1.3,moderate,in_store,East
Mar,1047.29,4096.86,0.29,10.73,30,High,First Class,2.1,aggressive,in_store,East
Mar,543.37,8207.67,0.28,37.81,28,Low,Standard Class,3.3,moderate,in_store,East
Mar,169.81,3907.47,0.22,39.29,18,High,Standard Class,1.9,poor,online,South
Mar,-385.14,622.61,0.19,36.57,19,Medium,Standard Class,4.3,aggressive,in_store,South
Mar,-644.96,277.68,0.07,34.96,18,Medium,Standard Class,4.2,moderate,combined,South
Mar,1803.97,9080.59,0.04,28.29,35,Medium,First Class,2.3,poor,in_store,North
Mar,1328.88,8212.88,0.28,7.76,22,Low,Standard Class,4.7,poor,online,East
Mar,432.07,6574.46,0.08,49.01,48,High,Standard Class,3.7,moderate,in_store,West
Mar,-210.71,183.92,0.06,49.36,34,High,Standard Class,2.1,aggressive,combined,East
Mar,1125.27,7665.93,0.28,44.81,21,Medium,First Class,3.6,aggressive,in_store,North
Mar,786.37,4380.09,0.05,39.29,39,High,First Class,2.7,poor,in_store,North
Mar,-664.85,921.94,0.09,39.47,47,Medium,Standard Class,1,moderate,in_store,South
Mar,1347.34,7580.1,0.05,31.82,43,Low,First Class,3.4,moderate,in_store,West
Mar,1538.51,6966.85,0,10.06,39,Medium,Standard Class,1.5,poor,online,South
Mar,-52.1,2204.45,0.06,41.99,40,Low,Standard Class,1.9,moderate,combined,North
Mar,99.51,3314.07,0.14,35.48,43,High,Standard Class,4,moderate,combined,West
Mar,2178.52,9621.71,0.16,8.52,38,Medium,First Class,3.9,poor,online,West
Mar,74.92,1251.01,0.05,32.32,30,Medium,Standard Class,1.1,aggressive,combined,West
Mar,1247.6,8175.56,0.21,13.43,11,Low,Standard Class,2.6,poor,in_store,West
Mar,1221.79,6541.94,0.16,30.05,12,High,First Class,2.7,poor,online,East
Mar,403.47,2322.27,0.18,16.23,48,Low,First Class,2.4,moderate,in_store,North
Mar,828.92,5735.88,0.1,33.73,12,Low,First Class,3.4,poor,in_store,North
Mar,745.37,5800.15,0.06,39.93,45,Low,First Class,2.5,poor,combined,West
Mar,269.62,565.51,0.24,7.24,26,Low,First Class,1.1,aggressive,combined,South
Mar,1374.96,6916.86,0.11,8.3,22,High,Standard Class,4.2,poor,in_store,East
Mar,-251.75,604.6,0.16,49.9,32,High,Standard Class,3.2,poor,in_store,West
Mar,697.41,5655.55,0.22,35.76,42,Medium,Standard Class,1.2,aggressive,online,North
Mar,177.91,533.14,0.26,18.91,28,Medium,First Class,2.6,aggressive,online,North
Mar,1506.04,7891.84,0.13,15.7,26,Medium,Standard Class,4.5,poor,online,West
Mar,1179.28,9683.89,0.29,23.85,29,Medium,First Class,3.1,aggressive,in_store,South
Mar,-551.99,772.82,0.16,47.56,40,Low,Standard Class,3.9,aggressive,in_store,South
Mar,1287.19,8798.02,0.24,36.03,40,Low,First Class,3.4,poor,in_store,East
Mar,1241.01,7862.66,0.02,49.72,28,High,First Class,3.2,moderate,combined,South
Mar,317.53,4165.14,0.03,29.77,11,Low,First Class,4.1,aggressive,in_store,East
Mar,271.05,1813.26,0.18,24.01,24,High,First Class,3.6,moderate,in_store,South
Mar,1532.4,7445.59,0.12,14.23,48,High,First Class,1.6,moderate,in_store,South
Mar,937.46,7375.71,0.23,29.22,6,Medium,First Class,4.7,aggressive,combined,East
Mar,1319.98,6670.73,0.17,33.98,42,Medium,First Class,4.2,moderate,online,East
Mar,426.68,3189.01,0.19,28.19,35,High,First Class,4.3,aggressive,in_store,West
Mar,718.96,4598.7,0.05,11.03,32,High,First Class,3.7,aggressive,in_store,East
Mar,37.49,221.9,0.17,12.56,39,Low,First Class,3.7,poor,in_store,East
Mar,83.29,3445.45,0.16,40.48,25,Medium,Standard Class,1.4,aggressive,combined,South
Mar,1079.48,4926.28,0.22,14.63,8,High,First Class,2.9,poor,in_store,West
Mar,666.23,2651.15,0.21,9.74,2,High,First Class,4.5,moderate,online,South
Mar,879.18,5677.91,0.19,12.37,2,Low,Standard Class,2.5,poor,combined,South
Mar,129.43,2750.36,0.05,45.44,29,High,Standard Class,2.6,aggressive,online,North
Mar,1106.71,6516,0.29,33.06,18,High,Standard Class,1.7,moderate,online,East
Mar,588.3,5835.38,0.18,39.74,31,Medium,Standard Class,1.4,aggressive,in_store,West
Mar,1237.43,8653.26,0.05,15.31,41,Low,Standard Class,2.5,moderate,in_store,East
Mar,272.24,2024.21,0.24,33.31,42,Medium,First Class,4.5,moderate,combined,East
Mar,1435.66,7617.43,0.04,13.72,4,High,Standard Class,1.7,moderate,online,South
Mar,1651.7,8753.49,0.08,28.43,42,High,First Class,3.5,poor,combined,North
Mar,304.65,516.57,0.17,8.29,11,Low,Standard Class,1.3,poor,online,East
Mar,666.24,4231.4,0.05,28.27,41,Low,First Class,1.8,aggressive,in_store,South
Mar,847.65,3540.47,0.03,15.3,13,Medium,First Class,3.7,aggressive,combined,North
Mar,84.63,323.57,0.2,14.96,25,Medium,First Class,3.6,moderate,combined,West
Mar,1490.93,7750.94,0.01,27.34,31,Medium,Standard Class,4.6,moderate,online,North
Mar,1356.67,8797.1,0.11,30.77,2,High,Standard Class,1.6,moderate,in_store,West
Mar,1076.09,7681.92,0.07,36.59,2,High,First Class,3.8,poor,in_store,West
Mar,1320.37,7273.71,0.28,18.69,14,Medium,First Class,4.7,aggressive,online,North
Mar,666.74,3606.12,0.17,17.97,5,Medium,Standard Class,3.5,poor,combined,West
Mar,61.93,2524.29,0.02,8.78,11,High,Standard Class,3.4,poor,in_store,North
Mar,884.32,5020.69,0.12,19.29,39,Medium,Standard Class,1.6,poor,in_store,West
Mar,218.28,1096.2,0.11,20.57,15,Low,Standard Class,1.9,poor,online,North
Mar,819.52,6427.71,0.04,27.2,44,Low,Standard Class,3.3,poor,in_store,East
Mar,560.52,6139.39,0.22,23.73,49,High,First Class,1.2,aggressive,in_store,North
Mar,1151.82,9031.48,0.06,36.4,31,High,Standard Class,4.6,aggressive,combined,East
Mar,1329.23,9071.53,0.25,25.38,32,High,First Class,2.7,poor,online,South
Mar,1360.59,9664.58,0.28,42.83,12,High,Standard Class,3.6,poor,online,North
Mar,25.35,774.95,0.03,28.89,2,Low,Standard Class,2.8,moderate,online,North
Mar,679.83,7277.26,0.2,31.45,32,Medium,Standard Class,4.2,aggressive,in_store,North
Mar,152.73,3202.4,0.19,36.37,23,High,First Class,3.5,aggressive,combined,North
Mar,892.42,7333.27,0.15,35.38,21,Low,Standard Class,3.4,aggressive,online,North
Mar,782.72,5645.37,0.19,47.04,1,Low,Standard Class,2.1,aggressive,combined,North
Mar,1218.1,9822.91,0.27,38.32,44,Medium,First Class,4,aggressive,combined,West
Mar,518.44,4774.83,0.23,47.99,32,Low,Standard Class,2.2,poor,in_store,East
Mar,273.82,1275.3,0.19,20.39,35,Medium,First Class,4.7,poor,online,North
Mar,768.06,6317.87,0.13,48.78,40,Low,First Class,3.4,poor,combined,South
Mar,520.81,4462.06,0.07,31.95,33,Medium,Standard Class,4.4,poor,in_store,South
Mar,1002.3,3383.71,0.06,18.95,29,Medium,First Class,3.5,moderate,online,West
Mar,863.52,6086.13,0.07,11.2,10,Low,First Class,3.7,poor,combined,East
Mar,980.01,8497.9,0.26,28.29,31,High,First Class,1,poor,in_store,South
Mar,-254.37,2501.37,0.04,48.32,35,High,First Class,4.7,moderate,in_store,South
Mar,1005.32,6779.62,0.03,42.87,22,Medium,First Class,4.4,moderate,in_store,West
Mar,1676.54,7378.63,0.01,38.6,25,Medium,First Class,4.7,moderate,in_store,South
Mar,1467.23,9630.89,0.22,7.45,22,Low,First Class,1.4,aggressive,in_store,East
Mar,-77.31,2245.96,0,39.81,21,Medium,Standard Class,1.5,moderate,combined,East
Mar,239.17,5189.1,0.28,35.95,42,High,Standard Class,2.5,moderate,in_store,East
Mar,562.29,7034.74,0.29,42.69,9,High,Standard Class,1.5,moderate,in_store,West
Mar,-145.66,585.08,0.07,9.72,20,Medium,Standard Class,2.9,moderate,online,West
Mar,1769.02,8713.43,0.01,22.73,5,Medium,First Class,4.9,aggressive,in_store,South
Mar,556.5,3476.52,0.29,20.17,10,High,Standard Class,3.5,aggressive,online,East
Mar,1250.63,6789.97,0.06,39.75,28,High,First Class,4.9,moderate,online,North
Mar,564.11,4101.55,0.16,39.2,45,High,First Class,2.6,poor,in_store,East
Mar,1038.02,8988.38,0.19,27.5,13,Low,Standard Class,2.2,moderate,combined,North
Mar,640.6,8090.1,0.18,21.37,8,Low,Standard Class,1.7,aggressive,online,West
Mar,1188.15,4727.03,0.25,9.65,40,Medium,First Class,3,aggressive,online,East
Mar,1946.62,9490.72,0.15,11.83,45,High,Standard Class,1,moderate,online,North
Mar,1579.15,7714.01,0.16,5.47,19,High,First Class,2,aggressive,online,South
Mar,590.66,4385.18,0.3,39.86,23,Low,Standard Class,3.9,moderate,online,East
Mar,1299.58,8880.19,0.17,46.42,16,Low,First Class,3.8,aggressive,in_store,West
Mar,1035.66,5339.12,0.06,6.5,2,Medium,Standard Class,2.8,aggressive,combined,East
Mar,594.72,5636.19,0.05,40.78,23,Medium,Standard Class,1.1,aggressive,combined,North
Mar,241.09,1186.18,0.26,17.43,11,High,Standard Class,4.2,moderate,online,North
Mar,1350.06,8945.18,0.11,28.17,6,Medium,Standard Class,4,moderate,in_store,West
Mar,576.92,3981.02,0.28,36.19,30,Medium,Standard Class,2.4,poor,online,East
Mar,290.29,4855.09,0.24,20.08,5,High,Standard Class,4.1,moderate,in_store,West
Mar,1020.31,9878.84,0.28,49.21,11,Medium,Standard Class,4.7,poor,combined,West
Mar,1260.75,8274.99,0.17,49.35,5,Medium,Standard Class,4.7,aggressive,combined,East
Mar,258.64,1240.23,0.01,35.24,48,Medium,First Class,4,aggressive,combined,West
Mar,683.65,7756.52,0.26,49.27,48,Low,Standard Class,3.7,aggressive,in_store,South
Mar,1037.57,2431.91,0.17,10.3,23,Low,First Class,3.2,moderate,online,East
Mar,285.6,1740.28,0.26,5.54,32,Low,Standard Class,1.3,poor,combined,North
Mar,779.68,8222.57,0.09,43.31,49,High,Standard Class,1.6,aggressive,online,South
Mar,622.32,5419.47,0.26,36.16,7,Low,Standard Class,2.4,aggressive,online,North
Mar,973.11,4771.58,0.06,19.04,13,High,Standard Class,3.4,poor,combined,South
Mar,-119.69,1171.99,0.08,28.61,18,Medium,Standard Class,3.2,moderate,online,South
Mar,112.7,1033.4,0.04,22.93,10,High,First Class,4,aggressive,online,West
Mar,566.28,4066.29,0.04,25.41,23,Medium,Standard Class,2.3,aggressive,online,East
Mar,1454.09,9414.23,0.03,30.65,24,Low,First Class,2.4,poor,in_store,West
Mar,159.23,2274.42,0.16,28.25,43,High,First Class,3.7,moderate,in_store,North
Mar,798.2,7235.99,0.2,32.66,4,Low,Standard Class,1.6,poor,combined,North
Mar,1146.62,5396.99,0.06,19.95,22,High,First Class,3.1,moderate,combined,South
Mar,551.36,5565.48,0.27,30.3,7,High,First Class,2.7,aggressive,in_store,East
